client_id,monthly_income_cop,credit_exposure_cop,avg_days_late_last_year,num_active_products,credit_utilization,months_with_bank,product_usage_score,competitor_rate_inquiries,complaint_count_last_year,active_products_change_6m,client_value_score,defaulted_30_60_days,churned_3_months
CL101264,2635755.0,3602009.0,2.9,3,0.491,5,0.636,1,0,-1,0.099,0,0
CL101265,1194386.0,2521497.0,10.0,2,0.371,173,0.381,1,0,0,0.138,0,0
CL101266,2290743.0,7361637.0,7.6,5,0.663,12,0.396,0,0,1,0.285,0,1
CL101267,1541160.0,4218151.0,4.5,5,0.198,48,0.046,1,0,1,0.548,1,0
CL101268,1676527.0,4538450.0,2.2,4,0.23,14,0.858,1,0,-1,0.053,0,1
CL101269,4493069.0,2226653.0,3.7,1,0.229,53,0.768,0,1,0,0.278,0,1
CL101270,4179303.0,1199757.0,7.2,4,0.459,45,0.682,0,0,0,0.408,0,0
CL101271,3283988.0,4710477.0,3.5,5,0.367,160,0.81,0,0,-2,0.151,0,0
CL101272,1402608.0,7522984.0,1.9,1,0.256,158,0.696,0,1,-1,0.407,0,0
CL101273,2067386.0,3409020.0,1.0,3,0.317,12,0.126,0,1,-1,0.451,0,0
CL101274,4441705.0,10913386.0,16.9,5,0.536,100,0.572,1,2,-1,0.079,0,0
CL101275,2599575.0,2439390.0,4.6,4,0.272,83,0.725,0,0,-1,0.161,0,0
CL101276,7722624.0,1908269.0,7.9,4,0.281,44,0.142,0,0,-1,0.512,0,0
CL101277,2948063.0,3809234.0,5.4,5,0.289,153,0.625,0,0,-1,0.242,0,0
CL101278,2665826.0,3768491.0,16.5,2,0.522,170,0.974,0,0,-1,0.362,0,0
CL101279,2074938.0,6844652.0,6.3,3,0.276,21,0.681,0,0,1,0.248,1,0
CL101280,2588969.0,2321040.0,5.2,5,0.352,66,0.742,0,0,-2,0.091,0,0
CL101281,2243988.0,10403636.0,20.7,5,0.102,101,0.399,0,0,-2,0.685,0,0
CL101282,3450585.0,15820892.0,10.2,4,0.4,21,0.943,1,0,0,0.166,0,1
CL101283,3907277.0,3884867.0,0.9,1,0.235,26,0.693,1,0,1,0.677,0,0
CL101284,1634758.0,9576256.0,1.6,1,0.059,160,0.688,0,0,-1,0.381,0,0
CL101285,1244673.0,1905876.0,12.4,1,0.445,17,0.544,2,0,1,0.181,0,1
CL101286,966945.0,8475202.0,14.5,4,0.486,4,0.529,0,0,-2,0.708,0,0
CL101287,3122035.0,8311025.0,6.3,1,0.636,39,0.771,0,0,-1,0.495,0,0
CL101288,1394877.0,7307458.0,6.5,5,0.189,15,0.305,0,0,1,0.099,1,0
CL101289,825343.0,3949525.0,8.0,2,0.478,33,0.544,0,1,0,0.068,0,1
CL101290,2941086.0,504855.0,4.6,2,0.436,142,0.541,0,2,1,0.163,0,0
CL101291,8423195.0,2547928.0,9.1,2,0.278,90,0.678,0,0,-1,0.663,0,1
CL101292,2414408.0,2576284.0,0.9,1,0.194,47,0.557,0,0,-1,0.666,0,0
CL101293,3683026.0,2013171.0,26.0,2,0.215,130,0.923,1,0,-1,0.371,0,0
CL101294,2522888.0,4349494.0,11.1,1,0.186,90,0.493,0,0,1,0.379,0,0
CL101295,2304917.0,2977890.0,8.0,5,0.356,66,0.653,1,0,1,0.521,0,0
CL101296,3834456.0,2241759.0,3.0,5,0.545,176,0.7,0,0,1,0.13,0,0
CL101297,2094578.0,1902805.0,1.4,4,0.202,176,0.522,0,0,-1,0.608,1,1
CL101298,2768168.0,2419668.0,4.2,4,0.299,81,0.567,0,0,-2,0.194,1,0
CL101299,2844361.0,8754246.0,8.7,3,0.211,18,0.711,0,0,1,0.214,0,0
CL101300,1734023.0,2513741.0,8.0,5,0.189,179,0.905,1,0,-2,0.267,0,0
CL101301,3976932.0,2784400.0,3.9,1,0.121,132,0.416,1,1,-1,0.542,0,1
CL101302,2218896.0,2900262.0,7.6,3,0.302,81,0.582,1,1,-1,0.238,0,1
CL101303,1659667.0,5062118.0,13.4,5,0.18,161,0.17,0,0,-1,0.621,1,0
CL101304,3166872.0,5495140.0,0.2,1,0.722,151,0.895,1,1,-1,0.564,1,0
CL101305,1545358.0,473895.0,4.8,5,0.209,13,0.746,0,1,0,0.482,1,0
CL101306,2456113.0,8163182.0,11.4,5,0.454,71,0.412,0,0,-1,0.454,0,1
CL101307,2410731.0,10912916.0,6.3,1,0.31,58,0.811,1,0,1,0.866,0,0
CL101308,4168004.0,1914313.0,8.4,5,0.061,65,0.338,0,0,-2,0.348,0,0
CL101309,3070494.0,2021583.0,5.8,5,0.166,104,0.594,2,0,-1,0.284,1,0
CL101310,2391632.0,2913375.0,38.5,5,0.417,42,0.732,0,0,-1,0.345,1,0
CL101311,3645059.0,2352048.0,0.4,4,0.254,95,0.401,1,0,0,0.487,0,0
CL101312,4852981.0,4670370.0,5.4,2,0.285,100,0.571,0,0,-1,0.295,0,1
CL101313,3200780.0,1022164.0,0.8,5,0.535,89,0.6,0,0,1,0.243,0,0
CL101314,2434316.0,1825657.0,1.4,1,0.188,109,0.635,0,0,1,0.399,0,0
CL101315,1256803.0,11727394.0,3.9,5,0.459,114,0.67,1,0,0,0.207,0,1
CL101316,1421813.0,2084930.0,1.4,4,0.376,40,0.548,0,0,-1,0.576,0,0
CL101317,2078979.0,9534237.0,26.5,4,0.543,94,0.714,0,0,1,0.738,1,0
CL101318,1785562.0,5120367.0,23.5,5,0.464,102,0.817,0,0,-2,0.565,0,0
CL101319,2205609.0,1125246.0,3.3,3,0.17,21,0.404,0,0,1,0.506,0,1
CL101320,2491324.0,6229025.0,8.2,2,0.222,83,0.213,0,0,0,0.344,0,0
CL101321,3156096.0,3677092.0,6.1,1,0.407,161,0.486,0,0,1,0.918,0,1
CL101322,2337870.0,2902761.0,13.5,1,0.489,111,0.713,0,0,1,0.839,0,0
CL101323,3088669.0,4739632.0,7.9,1,0.206,42,0.337,1,1,-1,0.146,0,0
CL101324,2501090.0,5566313.0,0.0,1,0.507,37,0.3,0,0,-1,0.302,0,0
CL101325,901907.0,6552219.0,11.5,4,0.652,129,0.7,0,0,1,0.479,1,0
CL101326,1514101.0,9109032.0,11.0,2,0.207,77,0.598,0,1,-2,0.652,1,0
CL101327,2253412.0,5313148.0,5.7,5,0.128,154,0.675,0,0,-2,0.471,0,0
CL101328,1322656.0,1524316.0,18.7,5,0.226,113,0.401,0,0,-2,0.533,1,0
CL101329,3268901.0,2866058.0,19.1,3,0.491,39,0.516,0,0,-1,0.068,0,1
CL101330,5206276.0,31331478.0,5.9,5,0.245,47,0.587,1,0,1,0.222,0,0
CL101331,4454302.0,6630188.0,7.5,2,0.371,56,0.775,1,1,1,0.473,0,0
CL101332,2176609.0,20967855.0,45.3,5,0.754,110,0.311,1,0,1,0.735,1,0
CL101333,5103122.0,10604658.0,2.8,4,0.053,156,0.628,1,0,-2,0.534,0,0
CL101334,2608625.0,4729176.0,3.1,5,0.086,71,0.516,1,0,-2,0.231,0,1
CL101335,2046122.0,4930668.0,1.6,1,0.175,110,0.362,0,1,0,0.368,0,0
CL101336,1782092.0,3891845.0,18.1,1,0.083,173,0.487,0,0,0,0.707,0,0
CL101337,2081845.0,1182968.0,10.9,1,0.662,65,0.536,1,0,-1,0.192,0,1
CL101338,1994515.0,4043548.0,0.9,1,0.523,4,0.132,0,2,-2,0.491,0,0
CL101339,2637147.0,9318127.0,32.0,4,0.626,61,0.563,0,0,1,0.323,0,0
CL101340,2624201.0,2624109.0,10.5,4,0.145,171,0.264,1,0,-2,0.361,1,0
CL101341,2425439.0,5327364.0,15.2,4,0.296,105,0.551,0,0,-1,0.095,0,0
CL101342,3013067.0,7247113.0,0.4,5,0.467,147,0.225,0,0,-2,0.277,0,0
CL101343,4392122.0,2112164.0,5.6,1,0.262,86,0.714,0,1,-2,0.113,0,0
CL101344,3893337.0,2911235.0,9.6,3,0.081,100,0.615,1,0,0,0.248,0,1
CL101345,1152623.0,1958055.0,6.3,3,0.216,129,0.682,0,1,1,0.514,1,0
CL101346,675386.0,2245602.0,8.8,1,0.172,147,0.446,1,0,-2,0.022,1,1
CL101347,3863793.0,1621199.0,13.6,2,0.344,51,0.892,0,0,-2,0.391,0,0
CL101348,1222686.0,2125858.0,3.8,5,0.477,64,0.533,1,2,-1,0.382,0,1
CL101349,2164321.0,10784484.0,15.1,3,0.194,63,0.62,1,0,-2,0.521,0,0
CL101350,1349094.0,2103611.0,1.4,4,0.104,29,0.322,0,1,-1,0.294,0,0
CL101351,983635.0,4362350.0,2.5,2,0.157,147,0.934,0,0,-1,0.197,0,0
CL101352,3174724.0,2808025.0,0.4,4,0.116,43,0.569,0,1,-1,0.345,0,0
CL101353,3539789.0,9112942.0,3.6,2,0.506,70,0.699,2,1,1,0.342,0,0
CL101354,1815270.0,9997180.0,3.8,2,0.36,39,0.921,0,0,-2,0.315,0,0
CL101355,662966.0,7310696.0,13.1,5,0.316,23,0.724,0,0,-2,0.416,0,0
CL101356,1842949.0,4947011.0,8.5,4,0.041,1,0.55,0,0,-1,0.421,0,0
CL101357,2945832.0,3396508.0,4.6,4,0.094,61,0.741,1,0,0,0.413,0,1
CL101358,1156078.0,1733560.0,8.4,3,0.402,25,0.691,0,1,-2,0.389,0,0
CL101359,2654269.0,15563986.0,0.4,1,0.421,132,0.371,0,0,0,0.57,0,0
CL101360,2403280.0,2346015.0,1.6,1,0.339,109,0.644,0,0,-1,0.044,1,0
CL101361,3235344.0,6353729.0,7.9,3,0.453,108,0.879,1,0,0,0.085,0,0
CL101362,2570961.0,8382828.0,8.2,2,0.067,1,0.718,0,0,-1,0.153,0,0
CL101363,1488777.0,2706870.0,11.9,3,0.067,40,0.485,0,0,1,0.286,0,0
CL101364,4405154.0,8257305.0,4.1,3,0.193,21,0.469,0,0,1,0.663,0,0
CL101365,2237199.0,6817131.0,10.3,4,0.229,171,0.899,1,0,-2,0.652,0,1
CL101366,2388910.0,13384056.0,9.2,3,0.159,138,0.4,1,0,-1,0.133,0,0
CL101367,1518701.0,2874696.0,26.5,2,0.139,66,0.327,0,0,0,0.747,0,0
CL101368,1940311.0,1623176.0,1.9,1,0.401,17,0.514,0,0,1,0.47,0,0
CL101369,1555953.0,2802878.0,6.4,5,0.365,124,0.787,0,0,0,0.385,0,0
CL101370,2221131.0,4621350.0,7.4,3,0.073,141,0.629,1,0,1,0.189,0,0
CL101371,5699302.0,4158849.0,52.8,3,0.268,91,0.734,0,0,-2,0.334,1,0
CL101372,1219619.0,3031577.0,1.8,4,0.373,113,0.649,2,1,-1,0.638,0,0
CL101373,1080808.0,1049224.0,5.9,4,0.33,126,0.776,0,0,1,0.766,1,0
CL101374,5053467.0,5550164.0,3.4,3,0.084,10,0.835,3,0,1,0.261,0,0
CL101375,2181096.0,15881114.0,6.0,3,0.115,138,0.812,0,0,-1,0.297,0,0
CL101376,1733172.0,5526006.0,2.1,2,0.252,47,0.841,0,0,-2,0.238,0,0
CL101377,4073252.0,6115853.0,0.4,1,0.521,9,0.73,0,0,-1,0.319,0,0
CL101378,1789044.0,5960779.0,6.8,1,0.348,46,0.873,1,0,-1,0.28,0,0
CL101379,6034508.0,5272065.0,3.3,5,0.307,117,0.715,0,0,-2,0.492,1,0
CL101380,3398902.0,7664932.0,1.6,1,0.335,103,0.733,0,0,1,0.31,0,0
CL101381,1897493.0,5265894.0,3.1,5,0.29,124,0.644,0,1,1,0.734,0,0
CL101382,7121679.0,3207896.0,0.4,4,0.273,68,0.758,0,0,1,0.708,0,0
CL101383,1788956.0,2287129.0,24.0,5,0.269,109,0.516,0,0,1,0.495,0,0
CL101384,3509723.0,3354182.0,7.0,5,0.236,68,0.825,0,0,0,0.195,0,0
CL101385,2812674.0,4974775.0,13.5,1,0.606,132,0.892,1,0,-1,0.591,1,1
CL101386,4642997.0,3200258.0,4.4,3,0.436,105,0.859,0,2,1,0.214,0,0
CL101387,5286969.0,4975503.0,18.7,4,0.487,129,0.693,1,0,-1,0.314,0,0
CL101388,2460812.0,5429758.0,5.3,2,0.134,59,0.725,0,0,1,0.72,0,0
CL101389,1661599.0,7154311.0,6.8,5,0.154,153,0.798,0,0,-2,0.376,1,0
CL101390,3047969.0,9800623.0,5.4,5,0.399,137,0.899,0,0,1,0.77,0,0
CL101391,1725698.0,4216876.0,10.6,5,0.242,25,0.881,1,0,-1,0.38,0,1
CL101392,6627204.0,1598468.0,6.7,3,0.372,82,0.46,0,1,1,0.501,0,0
CL101393,2592849.0,3135901.0,2.5,2,0.293,154,0.532,0,0,0,0.505,0,0
CL101394,2017439.0,4117858.0,1.3,1,0.379,56,0.712,0,0,0,0.723,0,0
CL101395,2656022.0,1104565.0,7.5,4,0.559,49,0.516,1,0,1,0.418,0,0
CL101396,1234821.0,10554524.0,5.4,3,0.126,65,0.525,2,0,1,0.376,0,1
CL101397,1489860.0,4411232.0,0.8,2,0.617,9,0.569,0,0,-2,0.771,0,0
CL101398,4413625.0,5214465.0,4.0,4,0.064,138,0.399,1,0,-2,0.178,0,1
CL101399,1743758.0,10384953.0,5.8,1,0.362,112,0.552,1,0,-1,0.127,0,0
CL101400,1434812.0,2568673.0,14.0,4,0.519,139,0.809,0,0,-1,0.265,0,0
CL101401,3167098.0,5967445.0,0.6,5,0.062,96,0.265,1,0,-2,0.345,0,0
CL101402,4381283.0,3697232.0,3.4,5,0.452,85,0.81,0,0,1,0.332,0,0
CL101403,3469346.0,3510044.0,13.8,3,0.101,36,0.599,1,0,1,0.113,0,0
CL101404,3984904.0,2325546.0,8.4,4,0.279,160,0.679,0,1,-1,0.727,0,0
CL101405,1658796.0,12812377.0,2.7,5,0.425,83,0.764,1,0,-2,0.33,0,0
CL101406,1189561.0,3069883.0,14.9,3,0.654,163,0.785,0,0,1,0.253,0,0
CL101407,5130260.0,6515047.0,5.4,3,0.151,132,0.67,0,0,0,0.364,0,0
CL101408,2060914.0,1074638.0,5.5,3,0.462,62,0.339,0,0,1,0.681,0,0
CL101409,2136295.0,9120106.0,30.0,1,0.16,63,0.803,0,0,0,0.773,0,0
CL101410,4704815.0,8339783.0,23.5,5,0.698,136,0.565,0,0,0,0.386,0,0
CL101411,3198252.0,4274612.0,3.6,5,0.125,119,0.573,0,0,-1,0.226,0,0
CL101412,3041751.0,3406310.0,1.2,2,0.231,76,0.689,0,0,1,0.247,0,0
CL101413,7149130.0,5282975.0,3.2,1,0.659,69,0.733,2,0,-2,0.261,0,0
CL101414,1755459.0,19819036.0,0.2,5,0.484,94,0.73,0,0,1,0.335,0,0
CL101415,3851295.0,1162094.0,0.2,5,0.439,63,0.257,0,0,0,0.447,0,0
CL101416,2491777.0,6902672.0,4.0,2,0.769,61,0.767,0,0,1,0.337,0,0
CL101417,2769829.0,2109303.0,22.6,4,0.517,99,0.74,0,1,-1,0.461,0,0
CL101418,5200338.0,3937502.0,16.4,4,0.245,37,0.786,2,0,-2,0.555,0,0
CL101419,3121792.0,3356750.0,5.7,1,0.575,4,0.836,1,0,-1,0.249,0,0
CL101420,3169702.0,2958453.0,6.7,3,0.393,56,0.674,1,0,1,0.745,0,0
CL101421,4140196.0,3963644.0,0.0,2,0.212,43,0.463,1,2,0,0.235,0,1
CL101422,2017811.0,1805016.0,1.9,2,0.307,21,0.646,1,1,-2,0.494,0,1
CL101423,1591830.0,8206412.0,0.2,5,0.215,58,0.569,1,0,-2,0.481,0,1
CL101424,1436321.0,1137223.0,11.2,5,0.252,144,0.211,0,1,-1,0.29,0,1
CL101425,906025.0,5825965.0,1.3,2,0.47,53,0.769,0,1,1,0.416,0,1
CL101426,6770622.0,3176927.0,16.3,3,0.587,18,0.62,0,0,-2,0.805,0,0
CL101427,1394987.0,1759170.0,8.2,4,0.371,57,0.494,1,0,-2,0.35,1,0
CL101428,2168125.0,4600467.0,2.1,1,0.708,95,0.407,0,0,1,0.669,0,0
CL101429,2108724.0,1342621.0,1.4,4,0.331,166,0.598,0,0,1,0.025,0,0
CL101430,2824109.0,4105342.0,7.9,1,0.442,123,0.621,1,0,-1,0.456,0,0
CL101431,3641363.0,1474731.0,18.5,3,0.595,32,0.609,1,0,-2,0.379,0,0
CL101432,3723731.0,5514494.0,10.1,2,0.146,112,0.493,0,0,1,0.455,0,0
CL101433,1809319.0,2090575.0,3.4,3,0.278,19,0.918,0,0,0,0.073,0,0
CL101434,2227608.0,2911865.0,7.1,2,0.505,84,0.699,0,0,1,0.493,0,0
CL101435,2789269.0,4904995.0,3.0,5,0.442,48,0.41,0,0,1,0.188,0,0
CL101436,2138584.0,2324977.0,56.6,1,0.169,74,0.547,1,1,0,0.503,0,0
CL101437,5409530.0,3834023.0,11.1,5,0.116,154,0.477,0,0,-1,0.609,0,0
CL101438,3095585.0,1383765.0,7.6,2,0.196,110,0.743,0,0,0,0.698,1,0
CL101439,3497080.0,6209637.0,4.4,1,0.158,82,0.274,0,0,1,0.603,0,0
CL101440,3373430.0,13734750.0,7.7,1,0.171,173,0.462,0,0,1,0.583,0,0
CL101441,4354572.0,28191927.0,3.3,5,0.458,173,0.57,0,0,0,0.328,0,0
CL101442,2651168.0,4255904.0,0.2,1,0.478,15,0.685,0,0,0,0.551,0,0
CL101443,1266267.0,6932582.0,4.0,2,0.096,146,0.536,0,1,-2,0.303,0,0
CL101444,2957468.0,1148035.0,21.3,2,0.312,31,0.778,1,0,0,0.352,1,0
CL101445,1748592.0,11431852.0,7.9,5,0.214,143,0.864,1,1,0,0.231,0,0
CL101446,1859265.0,6874710.0,0.7,3,0.481,102,0.524,0,0,1,0.278,0,1
CL101447,3246805.0,2845492.0,17.3,2,0.279,15,0.394,0,0,-2,0.046,0,0
CL101448,4497992.0,9492633.0,2.5,2,0.463,65,0.435,1,0,0,0.387,0,0
CL101449,2447642.0,3341287.0,2.2,1,0.233,105,0.4,0,0,-2,0.444,0,0
CL101450,2826123.0,2897568.0,2.8,1,0.209,174,0.743,0,0,-2,0.503,0,0
CL101451,5672313.0,5569047.0,6.9,2,0.056,75,0.843,0,3,0,0.266,0,1
CL101452,2731541.0,1896749.0,6.3,5,0.359,102,0.673,2,0,0,0.31,0,0
CL101453,8893592.0,8163123.0,5.4,3,0.374,144,0.218,0,0,1,0.641,0,0
CL101454,3213126.0,1906552.0,10.1,1,0.561,30,0.736,0,0,-2,0.408,0,0
CL101455,1004117.0,1914490.0,3.0,1,0.241,41,0.605,0,0,1,0.126,0,0
CL101456,3529514.0,2112150.0,12.2,3,0.479,67,0.814,0,1,0,0.612,0,0
CL101457,2930194.0,6794677.0,1.5,1,0.435,17,0.18,1,0,-2,0.143,0,0
CL101458,4615249.0,2592822.0,12.2,5,0.299,26,0.587,1,2,-2,0.325,0,1
CL101459,3390848.0,1554093.0,8.7,1,0.239,118,0.614,0,0,-1,0.087,0,1
CL101460,2259766.0,2613038.0,9.2,1,0.233,73,0.464,1,0,0,0.393,0,0
CL101461,1313034.0,3904227.0,5.3,2,0.117,101,0.873,0,0,-1,0.503,1,0
CL101462,2181424.0,1746840.0,8.8,5,0.288,95,0.321,0,0,-1,0.571,0,0
CL101463,1582853.0,1783027.0,0.7,5,0.509,58,0.409,0,0,-2,0.882,0,0
CL101464,1811631.0,17503430.0,15.3,2,0.096,95,0.717,1,0,1,0.238,0,0
CL101465,3250402.0,2186044.0,0.5,4,0.445,102,0.873,0,0,-2,0.445,0,0
CL101466,5581411.0,3184705.0,1.3,3,0.146,131,0.519,1,0,-1,0.496,0,1
CL101467,2950059.0,3087691.0,6.9,5,0.316,120,0.735,0,0,0,0.903,0,0
CL101468,1331822.0,2972905.0,10.8,4,0.386,126,0.337,0,1,1,0.43,0,0
CL101469,3024636.0,6168355.0,0.6,3,0.186,113,0.59,0,0,-1,0.211,0,0
CL101470,4405286.0,7753850.0,20.3,5,0.156,156,0.556,1,0,-1,0.193,0,0
CL101471,1785321.0,3223028.0,29.1,1,0.475,132,0.334,0,0,0,0.166,0,0
CL101472,2264787.0,1680270.0,7.5,5,0.454,168,0.742,0,0,-2,0.589,0,0
CL101473,2439599.0,9743473.0,5.3,3,0.342,102,0.742,0,0,-1,0.707,0,0
CL101474,1635650.0,3735011.0,10.8,4,0.266,57,0.433,0,2,0,0.727,1,0
CL101475,3348892.0,13406165.0,3.2,1,0.618,175,0.474,0,1,0,0.398,1,0
CL101476,2279635.0,829095.0,5.4,3,0.497,162,0.739,1,0,0,0.724,0,0
CL101477,2986959.0,4578043.0,19.8,3,0.156,173,0.589,0,2,-2,0.116,0,0
CL101478,1553862.0,15294815.0,24.9,5,0.383,32,0.833,1,0,0,0.017,0,0
CL101479,1945969.0,3118040.0,20.9,2,0.768,172,0.407,0,0,-1,0.451,1,0
CL101480,3475298.0,3409767.0,2.4,2,0.628,97,0.882,1,0,0,0.429,0,0
CL101481,2009876.0,4910362.0,2.1,1,0.084,139,0.667,1,0,0,0.539,0,0
CL101482,5742941.0,2700218.0,2.8,3,0.293,36,0.34,1,0,-1,0.291,0,0
CL101483,1983120.0,3209256.0,4.7,4,0.424,141,0.329,1,0,0,0.298,0,0
CL101484,2709683.0,3151942.0,3.0,1,0.423,57,0.333,0,0,-1,0.1,0,0
CL101485,3860454.0,2573572.0,3.7,1,0.384,153,0.612,0,0,-2,0.506,0,0
CL101486,1191611.0,9437480.0,7.8,5,0.332,165,0.555,0,0,-2,0.175,0,0
CL101487,1004093.0,5513745.0,11.5,4,0.165,90,0.702,0,0,0,0.316,0,0
CL101488,1129372.0,4758484.0,10.6,3,0.112,132,0.754,0,1,-2,0.308,0,0
CL101489,4552978.0,7032126.0,13.5,3,0.149,109,0.773,1,1,-2,0.203,0,0
CL101490,1837784.0,3318259.0,0.3,3,0.11,26,0.558,2,1,1,0.206,0,0
CL101491,8702315.0,2322274.0,0.4,1,0.265,13,0.406,1,1,0,0.119,0,0
CL101492,1826434.0,2618633.0,12.5,5,0.35,72,0.594,0,0,-1,0.048,0,0
CL101493,2655851.0,3997773.0,6.1,1,0.294,179,0.251,0,0,-1,0.684,0,1
CL101494,5235930.0,1902257.0,6.9,2,0.339,47,0.545,0,0,-1,0.275,0,0
CL101495,6603078.0,2813155.0,0.4,2,0.079,125,0.394,0,0,-1,0.345,0,0
CL101496,6788576.0,2782105.0,2.4,3,0.504,161,0.808,0,1,1,0.711,0,0
CL101497,4431209.0,17666652.0,8.1,5,0.157,170,0.905,0,0,-1,0.326,0,0
CL101498,4041115.0,572822.0,15.7,3,0.334,128,0.87,0,0,1,0.209,0,0
CL101499,3256825.0,3521037.0,19.9,3,0.692,31,0.952,1,0,0,0.578,0,0
CL101500,3573945.0,13362805.0,5.6,1,0.347,168,0.597,1,0,-2,0.379,1,0
CL101501,1838402.0,4348281.0,6.3,3,0.142,116,0.677,0,0,1,0.311,0,0
CL101502,1608641.0,6765808.0,14.3,3,0.251,144,0.616,1,0,1,0.784,0,0
CL101503,2417665.0,4281776.0,6.2,5,0.247,56,0.94,1,0,-1,0.239,1,0
CL101504,2224200.0,2502665.0,5.8,5,0.521,74,0.768,0,0,-2,0.434,1,0
CL101505,1930686.0,831228.0,18.8,5,0.288,36,0.78,0,0,-1,0.41,0,0
CL101506,3430422.0,4610371.0,12.5,3,0.043,96,0.958,1,0,0,0.34,0,0
CL101507,3904548.0,2319995.0,19.2,5,0.213,80,0.299,0,0,0,0.167,0,0
CL101508,2531198.0,2280181.0,2.0,5,0.321,48,0.852,0,0,-2,0.392,0,0
CL101509,5069562.0,2815665.0,5.9,4,0.189,58,0.636,1,0,1,0.245,1,0
CL101510,1368404.0,13543306.0,14.8,4,0.247,15,0.929,1,1,-2,0.636,1,0
CL101511,2198246.0,21496190.0,0.9,2,0.516,143,0.683,1,1,-2,0.408,0,0
CL101512,1692283.0,4648455.0,12.7,1,0.054,149,0.906,0,0,1,0.292,0,0
CL101513,952392.0,2883925.0,1.6,1,0.197,64,0.536,0,1,-2,0.415,1,0
CL101514,2323673.0,1751427.0,13.2,5,0.703,135,0.838,1,0,0,0.283,0,0
CL101515,2278724.0,5542621.0,7.6,2,0.667,52,0.8,0,0,-2,0.372,0,1
CL101516,5161433.0,13908823.0,1.7,2,0.124,19,0.544,0,1,-1,0.448,0,0
CL101517,3319769.0,3358019.0,5.1,4,0.678,125,0.396,0,0,0,0.251,0,0
CL101518,1451208.0,755173.0,9.2,2,0.131,86,0.651,0,0,1,0.754,1,1
CL101519,6119839.0,6382272.0,8.0,3,0.328,174,0.226,0,0,1,0.581,0,0
CL101520,4459365.0,7958728.0,4.5,5,0.349,38,0.565,0,2,-1,0.308,0,0
CL101521,3239886.0,1315738.0,18.4,3,0.284,141,0.697,1,1,1,0.6,0,0
CL101522,2162462.0,4517815.0,5.9,1,0.543,44,0.516,0,0,1,0.364,0,0
CL101523,1498957.0,5475851.0,5.6,4,0.404,150,0.39,0,0,0,0.734,0,1
CL101524,2010505.0,3793596.0,0.5,3,0.722,35,0.374,0,2,0,0.611,1,0
CL101525,4173954.0,2295498.0,20.4,5,0.089,131,0.822,0,1,-1,0.143,0,0
CL101526,6213862.0,8130688.0,1.6,3,0.404,111,0.362,1,0,0,0.547,0,0
CL101527,5238898.0,3010553.0,6.0,3,0.496,144,0.105,0,1,-2,0.583,0,0
CL101528,1896604.0,1411791.0,13.0,2,0.173,173,0.329,1,0,-1,0.223,0,0
CL101529,1383589.0,951094.0,1.9,4,0.257,144,0.508,0,0,0,0.309,0,0
CL101530,2598495.0,9651218.0,6.0,1,0.272,102,0.728,1,1,1,0.509,0,0
CL101531,1000270.0,6148168.0,2.2,5,0.394,81,0.364,0,0,1,0.308,0,0
CL101532,2846452.0,4246397.0,11.4,5,0.135,166,0.518,0,0,1,0.181,0,0
CL101533,2249455.0,2933796.0,6.6,1,0.477,24,0.217,0,0,1,0.209,0,0
CL101534,1918361.0,2757131.0,15.5,5,0.163,178,0.585,0,0,0,0.275,0,0
CL101535,1091047.0,1880380.0,18.0,2,0.224,108,0.654,1,0,-1,0.151,0,0
CL101536,3130803.0,2951963.0,8.4,3,0.258,57,0.781,0,0,-1,0.368,0,0
CL101537,1855472.0,905225.0,10.3,2,0.343,123,0.769,0,0,-2,0.074,0,0
CL101538,1349226.0,2385109.0,6.4,2,0.346,56,0.303,0,1,-2,0.094,0,0
CL101539,576003.0,3211805.0,3.9,2,0.523,86,0.583,1,0,1,0.532,0,0
CL101540,2388659.0,6119042.0,8.4,1,0.224,66,0.309,0,1,-2,0.329,0,1
CL101541,5874466.0,3882739.0,19.1,4,0.612,78,0.69,1,1,-2,0.372,0,0
CL101542,5557337.0,6965265.0,4.3,1,0.353,92,0.826,0,0,-2,0.377,0,0
CL101543,1926956.0,10266478.0,3.0,1,0.311,77,0.446,0,0,-1,0.174,0,1
CL101544,1792092.0,8374643.0,3.9,2,0.458,102,0.494,0,0,-1,0.421,0,0
CL101545,3061413.0,5550269.0,4.6,4,0.583,81,0.306,1,1,-1,0.294,0,0
CL101546,1470050.0,4026080.0,0.6,1,0.547,73,0.647,1,0,-1,0.302,1,0
CL101547,2816191.0,2009604.0,5.5,4,0.277,62,0.595,1,0,1,0.526,0,0
CL101548,3552067.0,6702297.0,5.5,2,0.437,14,0.843,1,0,1,0.354,0,1
CL101549,4472538.0,12939862.0,7.1,1,0.168,21,0.486,0,0,-2,0.369,0,0
CL101550,2303460.0,5073159.0,3.6,4,0.689,163,0.563,1,0,0,0.314,1,1
CL101551,2187266.0,15280398.0,7.6,5,0.175,30,0.39,0,2,-2,0.439,1,0
CL101552,1561268.0,1372439.0,16.8,1,0.294,167,0.863,0,1,-1,0.39,0,0
CL101553,1601674.0,1779932.0,24.9,1,0.513,25,0.686,1,0,-1,0.564,0,0
CL101554,2162468.0,7265452.0,7.0,1,0.135,172,0.861,0,1,-2,0.826,0,1
CL101555,2910056.0,4804210.0,0.3,4,0.117,99,0.869,0,1,1,0.394,0,0
